Province,Occupation,Year,_1st_quatile,_2nd_quatile,_3rd_quatile,_4th_quatile,Total
Saskatchewan ,2171 - Information systems analysts and consultants,2018,20,10,5,10,40
Saskatchewan ,2172 - Database analysts and data administrators,2018,0,3,0,0,3
Saskatchewan ,2173 - Software engineers and designers,2018,3,3,3,3,10
Saskatchewan ,2174 - Computer programmers and interactive media developers,2018,3,3,5,10,25
Saskatchewan ,2175 - Web designers and developers,2018,3,3,3,3,5
Saskatchewan ,2281 - Computer network technicians,2018,3,5,0,0,5
Saskatchewan ,2282 - User support technicians,2018,3,0,3,3,5
Saskatchewan ,2283 - Information systems testing technicians,2018,0,0,3,3,3
Saskatchewan ,2171 - Information systems analysts and consultants,2019,20,25,10,15,70
Saskatchewan ,2172 - Database analysts and data administrators,2019,3,0,0,3,5
Saskatchewan ,2173 - Software engineers and designers,2019,10,3,3,3,15
Saskatchewan ,2174 - Computer programmers and interactive media developers,2019,5,10,10,10,30
Saskatchewan ,2175 - Web designers and developers,2019,3,3,0,3,5
Saskatchewan ,2281 - Computer network technicians,2019,3,3,3,3,5
Saskatchewan ,2282 - User support technicians,2019,0,3,3,0,3
Saskatchewan ,2283 - Information systems testing technicians,2019,3,0,3,3,3
Saskatchewan ,2171 - Information systems analysts and consultants,2020,10,5,5,10,30
Saskatchewan ,2172 - Database analysts and data administrators,2020,3,3,0,0,3
Saskatchewan ,2173 - Software engineers and designers,2020,0,0,0,3,3
Saskatchewan ,2174 - Computer programmers and interactive media developers,2020,3,3,0,15,20
Saskatchewan ,2175 - Web designers and developers,2020,3,3,0,3,5
Saskatchewan ,2281 - Computer network technicians,2020,0,3,3,0,3
Saskatchewan ,2282 - User support technicians,2020,0,0,3,3,5
Saskatchewan ,2283 - Information systems testing technicians,2020,0,0,0,0,0
Saskatchewan ,2171 - Information systems analysts and consultants,2021,5,3,3,3,15
Saskatchewan ,2172 - Database analysts and data administrators,2021,0,0,3,3,3
Saskatchewan ,2173 - Software engineers and designers,2021,3,3,0,0,5
Saskatchewan ,2174 - Computer programmers and interactive media developers,2021,5,3,3,5,15
Saskatchewan ,2175 - Web designers and developers,2021,3,0,0,0,3
Saskatchewan ,2281 - Computer network technicians,2021,3,3,0,0,3
Saskatchewan ,2282 - User support technicians,2021,3,0,3,3,3
Saskatchewan ,2283 - Information systems testing technicians,2021,0,0,0,0,0
Saskatchewan ,2171 - Information systems analysts and consultants,2022,5,5,5,5,25
Saskatchewan ,2172 - Database analysts and data administrators,2022,0,3,0,0,3
Saskatchewan ,2173 - Software engineers and designers,2022,5,3,3,3,10
Saskatchewan ,2174 - Computer programmers and interactive media developers,2022,0,3,3,5,10
Saskatchewan ,2175 - Web designers and developers,2022,0,3,3,3,3
Saskatchewan ,2281 - Computer network technicians,2022,0,3,3,0,3
Saskatchewan ,2282 - User support technicians,2022,3,3,3,3,5
Saskatchewan ,2283 - Information systems testing technicians,2022,0,0,0,0,0
Saskatchewan ,2171 - Information systems analysts and consultants,2023,3,5,10,3,20
Saskatchewan ,2172 - Database analysts and data administrators,2023,3,3,3,0,5
Saskatchewan ,2173 - Software engineers and designers,2023,5,5,3,3,15
Saskatchewan ,2174 - Computer programmers and interactive media developers,2023,3,10,3,3,15
Saskatchewan ,2175 - Web designers and developers,2023,0,0,0,0,0
Saskatchewan ,2281 - Computer network technicians,2023,0,3,0,0,3
Saskatchewan ,2282 - User support technicians,2023,3,0,3,3,5
Saskatchewan ,2283 - Information systems testing technicians,2023,0,3,0,3,3
Saskatchewan ,2171 - Information systems analysts and consultants,2024,10,5,3,3,20
Saskatchewan ,2172 - Database analysts and data administrators,2024,0,3,3,0,3
Saskatchewan ,2173 - Software engineers and designers,2024,3,3,3,0,5
Saskatchewan ,2174 - Computer programmers and interactive media developers,2024,3,3,3,3,10
Saskatchewan ,2175 - Web designers and developers,2024,0,3,3,3,3
Saskatchewan ,2281 - Computer network technicians,2024,3,3,0,0,3
Saskatchewan ,2282 - User support technicians,2024,3,3,3,3,5
Saskatchewan ,2283 - Information systems testing technicians,2024,3,3,0,0,3
Alberta ,2171 - Information systems analysts and consultants,2018,95,75,85,80,330
Alberta ,2172 - Database analysts and data administrators,2018,3,5,5,3,20
Alberta ,2173 - Software engineers and designers,2018,15,5,15,15,50
Alberta ,2174 - Computer programmers and interactive media developers,2018,15,20,20,25,75
Alberta ,2175 - Web designers and developers,2018,3,0,3,3,3
Alberta ,2281 - Computer network technicians,2018,5,3,3,10,20
Alberta ,2282 - User support technicians,2018,3,3,5,3,10
Alberta ,2283 - Information systems testing technicians,2018,3,0,0,3,5
Alberta ,2171 - Information systems analysts and consultants,2019,135,105,110,120,460
Alberta ,2172 - Database analysts and data administrators,2019,10,5,10,10,35
Alberta ,2173 - Software engineers and designers,2019,35,25,15,15,90
Alberta ,2174 - Computer programmers and interactive media developers,2019,35,20,30,35,120
Alberta ,2175 - Web designers and developers,2019,3,3,3,0,3
Alberta ,2281 - Computer network technicians,2019,5,3,5,5,25
Alberta ,2282 - User support technicians,2019,5,3,3,0,10
Alberta ,2283 - Information systems testing technicians,2019,0,5,3,3,10
Alberta ,2171 - Information systems analysts and consultants,2020,90,25,20,55,175
Alberta ,2172 - Database analysts and data administrators,2020,10,5,0,5,20
Alberta ,2173 - Software engineers and designers,2020,15,10,3,20,45
Alberta ,2174 - Computer programmers and interactive media developers,2020,30,15,10,25,75
Alberta ,2175 - Web designers and developers,2020,3,0,3,0,3
Alberta ,2281 - Computer network technicians,2020,3,3,3,3,10
Alberta ,2282 - User support technicians,2020,3,3,0,3,3
Alberta ,2283 - Information systems testing technicians,2020,3,0,0,3,5
Alberta ,2171 - Information systems analysts and consultants,2021,40,25,30,55,145
Alberta ,2172 - Database analysts and data administrators,2021,5,3,3,3,15
Alberta ,2173 - Software engineers and designers,2021,20,15,15,25,75
Alberta ,2174 - Computer programmers and interactive media developers,2021,25,5,15,30,75
Alberta ,2175 - Web designers and developers,2021,3,0,3,0,3
Alberta ,2281 - Computer network technicians,2021,3,3,5,3,15
Alberta ,2282 - User support technicians,2021,0,0,0,3,3
Alberta ,2283 - Information systems testing technicians,2021,0,3,0,0,3
Alberta ,2171 - Information systems analysts and consultants,2022,45,70,130,185,420
Alberta ,2172 - Database analysts and data administrators,2022,5,3,3,5,15
Alberta ,2173 - Software engineers and designers,2022,35,90,130,190,440
Alberta ,2174 - Computer programmers and interactive media developers,2022,40,50,75,70,235
Alberta ,2175 - Web designers and developers,2022,0,3,3,3,3
Alberta ,2281 - Computer network technicians,2022,3,3,3,3,5
Alberta ,2282 - User support technicians,2022,3,0,3,3,3
Alberta ,2283 - Information systems testing technicians,2022,3,10,15,15,40
Alberta ,2171 - Information systems analysts and consultants,2023,130,185,140,145,590
Alberta ,2172 - Database analysts and data administrators,2023,5,5,5,3,20
Alberta ,2173 - Software engineers and designers,2023,135,155,125,135,540
Alberta ,2174 - Computer programmers and interactive media developers,2023,90,70,45,35,235
Alberta ,2175 - Web designers and developers,2023,3,5,3,3,15
Alberta ,2281 - Computer network technicians,2023,3,3,3,0,10
Alberta ,2282 - User support technicians,2023,3,3,3,3,10
Alberta ,2283 - Information systems testing technicians,2023,10,10,5,5,30
Alberta ,2171 - Information systems analysts and consultants,2024,120,105,115,60,400
Alberta ,2172 - Database analysts and data administrators,2024,5,15,10,3,30
Alberta ,2173 - Software engineers and designers,2024,135,70,125,60,385
Alberta ,2174 - Computer programmers and interactive media developers,2024,50,35,35,15,135
Alberta ,2175 - Web designers and developers,2024,3,3,3,3,10
Alberta ,2281 - Computer network technicians,2024,3,5,3,0,10
Alberta ,2282 - User support technicians,2024,3,3,0,0,5
Alberta ,2283 - Information systems testing technicians,2024,5,3,3,0,10
British Columbia ,2171 - Information systems analysts and consultants,2018,95,110,120,120,435
British Columbia ,2172 - Database analysts and data administrators,2018,5,3,5,15,35
British Columbia ,2173 - Software engineers and designers,2018,110,80,125,145,460
British Columbia ,2174 - Computer programmers and interactive media developers,2018,45,50,45,50,185
British Columbia ,2175 - Web designers and developers,2018,10,10,10,20,45
British Columbia ,2281 - Computer network technicians,2018,10,5,5,10,30
British Columbia ,2282 - User support technicians,2018,10,10,10,5,35
British Columbia ,2283 - Information systems testing technicians,2018,5,10,3,5,25
British Columbia ,2171 - Information systems analysts and consultants,2019,135,130,140,145,545
British Columbia ,2172 - Database analysts and data administrators,2019,15,15,15,15,60
British Columbia ,2173 - Software engineers and designers,2019,210,165,185,200,755
British Columbia ,2174 - Computer programmers and interactive media developers,2019,65,75,75,90,305
British Columbia ,2175 - Web designers and developers,2019,20,15,20,15,70
British Columbia ,2281 - Computer network technicians,2019,10,10,5,5,30
British Columbia ,2282 - User support technicians,2019,10,10,10,10,40
British Columbia ,2283 - Information systems testing technicians,2019,5,3,10,5,20
British Columbia ,2171 - Information systems analysts and consultants,2020,135,55,35,90,305
British Columbia ,2172 - Database analysts and data administrators,2020,15,3,15,15,40
British Columbia ,2173 - Software engineers and designers,2020,215,105,115,380,795
British Columbia ,2174 - Computer programmers and interactive media developers,2020,85,40,30,90,240
British Columbia ,2175 - Web designers and developers,2020,15,5,10,10,40
British Columbia ,2281 - Computer network technicians,2020,3,3,5,15,20
British Columbia ,2282 - User support technicians,2020,10,3,3,10,25
British Columbia ,2283 - Information systems testing technicians,2020,3,3,3,3,10
British Columbia ,2171 - Information systems analysts and consultants,2021,100,75,85,105,360
British Columbia ,2172 - Database analysts and data administrators,2021,25,15,25,25,90
British Columbia ,2173 - Software engineers and designers,2021,450,255,360,355,1390
British Columbia ,2174 - Computer programmers and interactive media developers,2021,90,60,55,115,320
British Columbia ,2175 - Web designers and developers,2021,15,15,5,15,50
British Columbia ,2281 - Computer network technicians,2021,10,5,5,5,25
British Columbia ,2282 - User support technicians,2021,15,5,15,5,40
British Columbia ,2283 - Information systems testing technicians,2021,5,3,3,5,15
British Columbia ,2171 - Information systems analysts and consultants,2022,125,110,115,170,495
British Columbia ,2172 - Database analysts and data administrators,2022,35,20,40,45,140
British Columbia ,2173 - Software engineers and designers,2022,425,400,460,500,1750
British Columbia ,2174 - Computer programmers and interactive media developers,2022,95,85,75,90,345
British Columbia ,2175 - Web designers and developers,2022,15,15,15,10,50
British Columbia ,2281 - Computer network technicians,2022,10,5,3,5,25
British Columbia ,2282 - User support technicians,2022,15,10,10,10,45
British Columbia ,2283 - Information systems testing technicians,2022,10,10,10,5,35
British Columbia ,2171 - Information systems analysts and consultants,2023,120,115,140,125,495
British Columbia ,2172 - Database analysts and data administrators,2023,45,40,45,25,150
British Columbia ,2173 - Software engineers and designers,2023,440,390,425,340,1575
British Columbia ,2174 - Computer programmers and interactive media developers,2023,55,85,90,55,275
British Columbia ,2175 - Web designers and developers,2023,15,15,10,10,45
British Columbia ,2281 - Computer network technicians,2023,3,5,3,5,15
British Columbia ,2282 - User support technicians,2023,10,10,5,3,35
British Columbia ,2283 - Information systems testing technicians,2023,3,3,3,3,10
British Columbia ,2171 - Information systems analysts and consultants,2024,100,95,70,35,295
British Columbia ,2172 - Database analysts and data administrators,2024,50,35,35,15,135
British Columbia ,2173 - Software engineers and designers,2024,450,290,215,115,1060
British Columbia ,2174 - Computer programmers and interactive media developers,2024,60,60,60,25,205
British Columbia ,2175 - Web designers and developers,2024,5,10,15,3,35
British Columbia ,2281 - Computer network technicians,2024,3,3,10,3,20
British Columbia ,2282 - User support technicians,2024,15,10,5,3,35
British Columbia ,2283 - Information systems testing technicians,2024,3,5,3,3,15
Yukon ,2171 - Information systems analysts and consultants,2018,0,0,0,3,3
Yukon ,2172 - Database analysts and data administrators,2018,0,0,0,0,0
Yukon ,2173 - Software engineers and designers,2018,Nan,Nan,Nan,Nan,Nan
Yukon ,2174 - Computer programmers and interactive media developers,2018,0,0,3,0,3
Yukon ,2175 - Web designers and developers,2018,0,0,0,0,0
Yukon ,2281 - Computer network technicians,2018,Nan,Nan,Nan,Nan,Nan
Yukon ,2282 - User support technicians,2018,0,0,0,0,0
Yukon ,2283 - Information systems testing technicians,2018,Nan,Nan,Nan,Nan,Nan
Yukon ,2171 - Information systems analysts and consultants,2019,0,0,0,3,3
Yukon ,2172 - Database analysts and data administrators,2019,0,0,0,0,0
Yukon ,2173 - Software engineers and designers,2019,Nan,Nan,Nan,Nan,Nan
Yukon ,2174 - Computer programmers and interactive media developers,2019,0,0,0,0,0
Yukon ,2175 - Web designers and developers,2019,0,0,0,0,0
Yukon ,2281 - Computer network technicians,2019,Nan,Nan,Nan,Nan,Nan
Yukon ,2282 - User support technicians,2019,0,0,0,0,0
Yukon ,2283 - Information systems testing technicians,2019,Nan,Nan,Nan,Nan,Nan
Yukon ,2171 - Information systems analysts and consultants,2020,0,0,0,3,3
Yukon ,2172 - Database analysts and data administrators,2020,0,0,0,0,0
Yukon ,2173 - Software engineers and designers,2020,Nan,Nan,Nan,Nan,Nan
Yukon ,2174 - Computer programmers and interactive media developers,2020,0,0,0,0,0
Yukon ,2175 - Web designers and developers,2020,0,0,0,0,0
Yukon ,2281 - Computer network technicians,2020,Nan,Nan,Nan,Nan,Nan
